2449,0
16975,1
5004,0
5864,0
16709,0
23778,1
20233,1
22644,0
16150,0
8027,0
5844,0
7276,0
5021,0
23297,1
21213,0
27036,0
1244,1
7186,0
28005,1
4348,0
16983,0
1286,0
19614,0
28849,0
10818,0
13495,0
25888,0
14159,1
14648,0
18258,1
22081,1
2934,0
27650,0
29990,0
6907,0
9119,1
9080,0
4978,0
4755,0
5458,1
2623,0
29518,0
2333,0
14723,1
13684,0
27566,0
2169,0
7033,0
1463,0
1863,0
12273,0
8004,0
22494,0
17856,0
28884,0
19022,1
3171,1
13839,1
26,0
26825,0
21547,0
7513,0
167,0
21756,0
5153,0
7141,0
11867,0
28444,0
19893,0
27251,0
20646,1
10410,0
29980,0
85,0
25198,0
15277,0
17354,0
29526,0
2692,0
26081,0
20823,0
13224,0
16514,0
19424,0
26687,0
20034,0
24833,0
6145,0
18574,1
501,0
9801,0
9644,0
23425,0
15602,0
6722,0
381,0
2820,0
3876,0
3789,0
18082,0
16527,0
28615,0
15331,0
28544,0
5790,0
23180,0
10135,0
148,0
11704,0
21066,0
531,0
1572,0
2563,1
18153,0
14833,1
9156,0
12535,0
18001,1
12938,0
6946,1
12134,0
3815,0
27042,0
6693,0
7270,0
13332,1
18794,0
7104,0
1115,0
3418,0
14403,1
27876,1
8982,0
21201,0
7237,0
25173,0
7228,1
23863,0
10178,0
15930,1
23472,0
24834,0
4739,1
3008,0
17154,1
21546,0
10489,0
14877,0
21614,0
3974,0
26361,0
6633,0
6551,1
29214,1
10202,0
519,0
6048,1
16862,0
3545,1
17589,0
14344,0
9950,0
18956,1
20319,1
27322,1
22503,1
5375,0
15064,0
14298,0
14758,0
6178,1
17139,1
20158,0
21655,0
29334,0
8960,0
25949,0
16439,1
13246,0
10944,0
11737,1
4706,0
23124,0
21728,0
19482,0
29988,0
21031,0
29874,0
15114,0
24758,0
3416,0
21660,0
16906,0
25406,1
7548,0
28145,0
18955,0
4261,0
25323,0
28774,0
23146,0
20326,0
15943,0
3454,0
22862,0
6289,0
29835,0
22969,0
26327,1
20958,0
19216,0
19989,1
2904,1
8364,0
14110,0
2856,0
27848,0
28652,0
17192,0
7785,1
16857,0
24668,0
20300,0
17041,0
28082,1
13334,0
5860,0
4086,0
22880,0
20947,0
6916,0
10869,0
8116,0
24998,0
7354,0
3896,0
9210,0
5147,1
9264,0
17455,0
7198,0
11397,0
26941,0
4071,0
20586,0
24430,1
25134,0
653,0
19725,0
15769,1
28535,1
7484,0
11590,1
10542,1
15768,0
25485,1
19743,1
13881,1
479,0
8662,0
17027,1
19963,0
8554,1
29215,1
5528,0
25290,0
23940,1
8768,0
22030,0
20223,0
14955,0
22588,0
11074,0
7836,0
19300,0
27400,0
13065,0
18213,1
19397,0
13906,0
3117,0
17075,0
4076,1
7677,0
24735,0
29646,0
13765,1
5049,1
8989,1
19063,0
4344,0
23611,0
24935,0
23022,0
17973,0
24303,1
27751,0
25612,0
829,0
1423,0
12291,0
26613,0
15818,0
24733,0
8592,0
28511,0
20455,0
24835,1
22332,0
20842,0
2844,0
2787,0
11311,0
28892,0
23517,1
24955,0
14555,0
967,0
27452,0
25389,0
25096,0
22362,0
19799,1
22242,0
9457,0
6875,1
5027,0
27396,0
2927,1
11967,0
7613,0
14941,0
2809,0
11365,0
26083,0
3448,1
22620,0
14739,0
29396,0
12328,0
603,0
29487,0
8740,0
808,1
16969,0
609,0
7564,0
15326,0
3830,0
27588,1
16475,0
28416,0
25012,0
27828,0
4949,0
3212,0
13813,0
3166,0
20114,1
22775,0
25881,0
15134,0
11485,1
2231,0
24264,1
15642,0
22454,0
13104,0
22757,0
561,0
9153,0
29479,0
11694,0
15951,1
15678,0
25731,0
13438,0
5925,1
26270,0
15968,1
4033,0
23635,0
25548,0
9184,0
2997,1
26256,0
5853,1
10604,0
20083,0
17020,1
27600,1
22706,0
22627,0
26678,0
23422,0
5604,0
2879,0
19884,0
26228,0
22478,0
6153,0
5755,1
12782,0
17296,0
7998,0
25912,0
4909,0
15238,0
8537,0
21558,0
18160,0
5647,0
5750,0
2075,0
19998,0
7300,0
499,0
21864,0
1846,1
14589,0
23870,0
26510,0
4118,0
25275,0
28439,0
14188,0
2607,0
24768,1
3527,0
4213,0
3905,0
9279,0
13667,0
1310,0
12239,1
21658,0
5722,1
12027,1
12392,1
3193,0
8685,0
2351,0
3883,0
23969,1
19358,0
3460,1
5083,0
23982,0
24674,0
18703,0
18553,1
27032,0
81,0
21761,1
23780,0
28928,0
6224,0
20746,0
17110,1
11911,0
17145,0
23700,0
21561,0
21886,1
11504,0
18979,0
97,0
23419,1
14786,1
8289,1
13231,1
3323,0
22560,0
6790,0
7861,1
6832,0
29020,1
15229,0
27759,0
22888,0
8412,0
16019,0
16488,1
1051,0
22254,1
25480,0
18049,1
21525,1
26731,0
26990,0
5307,0
6629,0
8884,1
27819,0
24343,1
27813,1
14680,0
27625,0
827,0
17837,1
18911,1
7794,0
12363,1
2440,0
11909,0
2060,0
6602,0
24502,0
6810,0
2931,0
13572,0
4568,0
22119,0
2739,0
29963,0
2262,1
21465,1
24433,0
28571,0
1657,1
17219,0
2211,0
2745,0
10497,0
9112,0
23616,1
21282,0
20892,0
3124,0
15483,0
17709,0
5128,0
5367,0
24744,0
9447,0
21930,0
2308,0
17827,0
4487,0
26556,0
13680,1
65,0
7831,1
3721,1
3013,0
7285,0
3231,1
6005,0
2487,0
10689,0
16331,1
29202,1
22149,0
24012,1
9144,0
16991,0
29358,0
10643,0
615,0
29285,0
18000,1
10824,0
434,0
9861,0
13782,0
17178,0
12487,0
482,1
16025,0
27482,1
4532,0
29982,0
18570,0
28707,0
22753,0
1882,1
333,0
7757,0
19980,0
18383,1
27421,0
17080,0
16166,0
23416,1
9071,0
4289,0
11564,0
22481,0
21038,0
2733,0
20914,1
4068,1
16944,0
23397,0
10267,0
2505,0
12250,1
7669,0
29276,0
13918,0
20516,0
27591,0
5793,0
29753,0
20059,0
15616,1
21901,1
2039,0
10370,1
5467,1
8549,0
17083,0
18769,0
22819,0
21430,0
8313,0
13784,1
9310,0
8282,0
24111,0
15592,0
4713,0
7604,0
887,0
25481,1
23290,0
18415,0
2411,0
10011,0
2587,1
20645,1
12703,0
20894,0
3897,0
22867,0
13067,0
25853,0
29920,1
24957,0
19520,1
16660,0
549,0
4890,0
5302,0
19702,0
11249,1
7619,0
20213,1
26791,0
9295,0
4606,0
25108,0
15216,0
27064,0
8889,1
29393,0
28961,0
6002,0
3563,1
7282,0
17761,0
149,0
19071,0
9995,1
12846,0
20138,0
21278,0
8879,0
1907,0
22112,1
24664,1
18232,0
24057,1
28593,0
10476,0
12214,0
23467,0
19126,0
19822,0
18602,0
28527,0
26140,0
3639,0
5516,1
12579,0
20215,1
16582,0
24361,0
29199,0
14989,1
4600,0
7161,0
24849,0
10695,0
23897,0
28461,1
10709,0
26549,0
4955,0
9307,0
3422,0
24565,0
29240,0
23420,0
26848,0
18622,0
286,0
11574,0
14225,0
7676,1
6555,0
3264,0
15352,0
13283,0
18212,0
17112,0
29734,0
1717,0
1575,0
5217,0
1871,0
15244,0
7140,0
23248,0
25297,0
4720,0
20330,0
1704,0
23734,0
622,0
18436,0
17768,0
12017,0
9547,0
2117,1
23361,0
17995,0
14510,0
13507,0
9356,0
17193,0
12445,1
10797,0
16384,0
13558,1
26043,0
9828,0
24474,0
20661,1
22375,1
19154,0
17311,0
21218,1
3917,1
1693,0
6506,1
575,0
22432,0
24052,0
18345,0
12771,0
11366,0
22575,0
20152,1
14665,0
3250,0
5151,1
21438,1
12029,0
8610,0
28623,0
23339,0
3209,0
21135,0
17355,0
11215,0
18565,0
1340,1
5840,0
3157,1
18337,1
1819,0
3253,0
26326,0
13309,0
22856,1
10462,0
1239,1
5119,0
22307,1
4876,0
10405,0
17990,0
29892,0
26244,1
22571,1
18677,0
2920,0
103,0
13802,0
15982,0
16993,1
13168,0
1157,0
4535,0
8518,0
26120,1
17144,0
11586,1
4003,1
8543,1
17729,0
13759,0
26174,1
23469,1
9884,0
17254,0
13560,0
8559,0
14844,1
5327,0
19590,0
26212,0
23053,1
1496,0
26642,0
12530,0
26433,0
10752,1
21155,0
28073,0
13213,0
863,1
3287,0
23525,0
13564,1
10750,0
23992,0
16652,1
11264,0
13464,0
12965,0
16744,0
28931,0
20303,0
23045,0
4917,0
18505,0
7650,0
255,0
881,0
235,0
21012,0
4110,0
11719,1
7956,0
1798,0
12498,1
20413,0
16461,0
17346,0
24250,0
2098,0
15093,0
8985,1
24267,0
11778,0
10579,0
23998,0
17290,1
19730,0
28289,0
25574,0
2892,0
18292,1
12565,1
28359,0
9382,0
14709,0
15659,0
28146,0
28462,0
1326,0
3631,0
15194,1
24926,0
29133,1
23628,0
10534,0
21676,0
1987,0
29462,0
23231,0
8964,0
12155,0
3836,0
21359,0
29822,0
5891,0
17150,0
5424,0
15989,1
6251,0
18687,0
24610,0
21075,0
11343,1
2217,0
3691,0
10508,1
7463,0
14681,0
24980,0
7397,1
15356,0
2670,1
5122,1
17597,0
3366,1
14369,0
1499,0
3014,0
20137,0
11907,1
12970,0
2601,1
24338,0
26904,0
24688,1
3703,0
25145,0
9203,0
18735,0
17646,0
3178,0
20184,0
19340,0
6248,0
8108,0
1558,0
2760,0
5531,0
22999,0
15292,0
10550,1
13473,0
1029,0
16642,0
3315,0
12874,1
6296,0
14998,0
12458,0
11186,0
15313,0
27664,1
23030,0
20963,1
19456,0
4489,0
22511,0
11545,1
6518,0
27943,0
6489,0
20915,1
9610,1
15605,0
18903,0
8469,1
11636,0
7094,0
21059,0
27749,1
11016,0
28858,0
12920,0
12066,0
9930,0
19003,0
24023,0
7620,0
16536,1
27779,0
9912,0
23956,0
9173,0
2185,0
10905,0
26658,0
23691,0
21618,1
9335,1
947,0
11723,0
2283,0
19409,1
8055,0
13140,1
20299,0
4525,0
23694,0
25982,0
11062,1
10506,0
14888,1
8044,1
11585,0
28901,0
643,0
16962,1
20611,0
2100,1
3216,0
20192,1
6059,0
14440,1
11640,1
29715,0
9830,0
17385,1
27054,1
3340,1
5058,0
22736,0
9938,0
29714,0
12158,0
22150,0
6668,0
24775,1
5695,1
12075,0
8506,0
22834,0
15785,1
29766,0
5037,0
15744,0
3601,0
22189,0
1763,0
8528,0
893,0
1517,0
38,0
8235,0
6802,0
4854,1
3666,0
29171,1
23125,1
19028,0
21086,0
5778,0
6666,0
23503,0
18805,0
2023,0
25846,1
24309,0
20411,0
7736,0
2970,0
16211,0
14695,1
4208,0
3412,0
13825,1
21639,0
24516,0
8209,1
28469,0
24976,0
17444,0
6206,0
29643,1
3713,0
16554,0
17517,1
10204,0
23641,0
196,1
29032,0
16485,1
28405,1
9745,0
24970,1
9661,1
120,0
21263,1
19984,0
7423,0
6183,1
672,1
26935,1
14623,0
3754,0
11375,0
20786,0
11677,0
6714,0
5025,0
20836,0
5667,0
10671,1
15813,0
15932,0
23613,0
7247,0
26629,0
696,0
6245,0
13108,0
19104,1
15446,0
17081,0
24371,1
14144,1
19428,0
28697,0
23530,1
7723,0
29677,0
25507,0
14595,0
11246,1
25262,1
24073,0
19389,0
28741,0
8652,0
9536,0
12114,0
23413,0
27244,1
20554,0
27804,0
1433,1
16577,0
13384,0
4991,0
27150,1
21102,0
985,0
18841,1
13699,0
28148,0
15758,1
26048,0
8526,0
24823,0
4612,0
12047,0
12689,0
20979,0
14573,1
21252,0
6960,0
12474,0
14562,0
17598,0
7832,0
27933,1
15971,1
20284,0
16578,0
5947,1
14864,0
18339,0
21418,0
28694,1
2966,0
12509,1
13116,0
27386,0
26180,0
22860,0
3878,0
29562,0
23794,0
15165,0
11579,1
4109,0
11269,0
4307,0
29709,0
9719,1
22988,0
4704,1
6843,0
25165,0
16320,0
25442,0
16034,1
3555,0
12254,0
12936,1
25019,0
16449,1
4731,0
11770,1
20778,0
23649,1
23499,0
18091,0
26008,0
5741,0
20683,0
2517,0
19523,1
24910,0
23893,0
1784,0
19994,0
27355,1
18798,0
6487,1
1651,0
29756,0
26146,0
10858,0
5640,0
24897,0
5858,0
14866,1
10245,0
4413,0
8551,0
6609,0
16566,0
25973,1
24539,0
14914,1
27275,0
7744,1
3236,1
11224,0
21268,1
29251,1
8797,1
18957,0
4009,0
25358,0
20995,0
4935,0
24564,0
4587,0
24302,0
14490,0
15555,0
13682,0
25611,0
13462,0
14912,0
15897,1
21132,1
27857,0
29235,1
27188,0
6049,0
7255,0
16345,0
15588,0
21499,0
27332,0
17317,1
1466,0
9482,0
15322,0
6563,0
5425,0
13160,1
6053,0
14757,0
25916,0
13121,0
1321,0
15737,0
3584,1
8697,0
7283,0
12929,0
5821,0
4816,0
2385,0
19837,0
3939,0
23833,0
288,0
12380,0
12124,1
21389,0
14374,1
29601,0
19741,0
28683,0
14500,0
7991,0
1955,0
22861,1
4460,0
2431,1
9387,0
16453,0
867,0
26074,0
20901,0
9712,0
2220,1
22936,0
26939,1
29873,0
20485,0
8330,0
15484,0
28325,0
28646,0
15715,0
20998,0
7908,0
13244,0
9340,1
27270,0
16904,0
26204,0
20945,0
